name,infrastructure_type,latitude,longitude
,hospital,8.1710827,77.4310027
Subbu Hospital,hospital,11.2434041,76.9602041
,police,10.9876225,78.3361429
"Golden Hospital, Madurai",hospital,9.9275395,78.1551085
,hospital,9.9261661,78.1573518
Kadampuliyur Police Station,police,11.7025877,79.5509081
,hospital,12.9261223,80.1265186
,hospital,9.5837049,77.9599606
Sivakasi Goverment Hospital,hospital,9.4606037,77.7863241
Lakshmi Hospital,hospital,9.4510259,77.7933036
,police,10.9407487,78.4199515
Meenakshi Hospital,hospital,10.7454732,79.1117927
Government Hospital,hospital,10.9428055,78.4146362
Madhan Hospital,hospital,9.5842695,77.956573
,fire_station,8.1778423,77.4259498
Tiruchy Medical Center & Hospitals,hospital,10.8181109,78.6817074
,hospital,10.4896567,77.7469188
,police,10.4874625,77.7512396
Mahatma eye hospital,hospital,10.8181383,78.6850014
Balaji Clinic (eye),hospital,8.1771309,77.4317191
District Commissioner Office,police,10.780682,78.7015497
Police Assistance Booth,police,13.0699263,80.2714181
Mandiyur Police Station,police,10.6596787,78.7408896
District Police Office,police,10.7849428,78.699011
Sugam homeopathic hospital,hospital,12.9230989,80.130824
Dr. KK eye care center,hospital,12.9220657,80.1381329
Be Well Hospital,hospital,12.9220102,80.1417788
Chellam Super Speciality Center,hospital,12.9237851,80.1589529
New Life Hospital,hospital,12.9225168,80.1522357
,hospital,9.2847706,79.2551395
meenakchi chandra sekar,hospital,11.9456841,79.4955662
Neocare Maternity and Kids Hospital,hospital,11.7670702,79.7443918
Accident and Emergency,hospital,10.9537896,78.755235
Sri Ramachandra Hospital,hospital,13.0852758,80.0674867
New Life Hospital,hospital,11.7517735,79.7608276
Police Quarters,police,11.7516072,79.7602431
Cuddalore New Town Police Station,police,11.7513011,79.7610182
Police Booth,police,13.1037724,80.0585425
T9 Police Station Pattabiram,police,13.1222511,80.0624155
J-10 Semmenchery Police Station,police,12.9008558,80.2280156
A.R.R.Hospital,hospital,11.7577422,79.7610782
"Abiraami Hospital, 24-ALC Campus",hospital,11.7559599,79.7616156
Abiraami Hospital,hospital,11.7560109,79.7612183
Grace Hospital,hospital,13.1232827,80.0591826
Abirami Nursing Home,hospital,13.1217696,80.0634217
,hospital,11.7534346,79.7612573
The Zusaanli Acupuncture and Ayurveda Hospital,hospital,11.7597158,79.7651459
Surya Hospital,hospital,11.7615618,79.7642665
Sujatha Hospital,hospital,11.7619769,79.7640451
Saravana Hospital,hospital,11.7722756,79.7593194
Gov Sub Urban Health Center,hospital,13.1155685,80.0632561
Police Station,police,10.7743667,79.1328753
St.Gabriel Hospital,hospital,10.8922414,79.1824974
narayana hospital,hospital,11.9380951,79.4927935
harijian hospital,hospital,10.8076704,78.6810266
kauvery Hospital,hospital,10.8023451,78.6801881
Tamil nadu special police battalion,police,10.7901246,78.6825796
rajaram hospital,hospital,11.9379715,79.4979097
hariprasath hospital,hospital,11.9383956,79.4927432
suganthi skin specialist,hospital,11.938242,79.4926144
thamothiran,hospital,11.9400134,79.4867511
hindhumachine,hospital,11.9394571,79.4875638
arul selvan,hospital,11.9393889,79.4875692
arumugan eye care,hospital,11.9395594,79.4875477
ashvini hospital,hospital,11.9401289,79.4873814
sumathi hospital,hospital,11.9400239,79.4874404
Ayyampettai Police Station,police,10.8905055,79.1890064
,hospital,11.5860917,78.0629297
Kumarasamy Hospital,hospital,11.334273,77.7259118
"Thangam Hospital, Erode",hospital,11.3340961,77.7262437
Government Health Center,hospital,12.885562,80.151595
Annai Therasa Hospital,hospital,12.8917407,80.1412614
Government Veterinary Hospital,hospital,12.8855161,80.1522823
,hospital,12.9207467,80.1437903
,hospital,12.9201133,80.1443788
,hospital,13.1131363,80.2429369
,hospital,11.9891387,78.3645345
Government primary health center,hospital,11.2385887,76.9640887
,hospital,12.7939715,79.8175725
Narbavi hospital,hospital,12.840341,79.6950763
Kottakal arya vaidhya sala aurvedic hospital,hospital,12.8385363,79.6984629
Government urban primary health center,hospital,12.8338884,79.6851992
Medi care hispital,hospital,12.8283076,79.7038043
Kottakkal Arya Vaidhyasala,hospital,12.9203722,80.1443905
,fire_station,12.8310173,80.2224311
Marhura hospital,hospital,12.8369284,80.2275731
The Cresent Hospital,hospital,13.0527235,80.2727336
Atlas Hospital,hospital,10.8333326,78.6906258
Karunya nagar police station,police,10.941951,76.7536848
Be Well Hospital,hospital,8.1763159,77.4275999
Telugupalayam Hospital,hospital,10.9842757,76.9297655
Neuro One Hospital,hospital,10.8346516,78.6908794
Fire service station;Fire Force Service center,fire_station,12.9768528,80.2276341
Police Booth,police,13.0149758,80.1816427
Biocosmo Healthcare,hospital,13.0590329,80.2375326
VSR Hospital,hospital,13.0799682,80.1805593
New Life Family Hospitals,hospital,13.0800478,80.1804976
???? ??????????? ?????????,hospital,9.2274846,78.1377944
Vijaya Group of Hospital,hospital,13.0497391,80.2083222
???? ??????? ???????????,hospital,13.0615207,80.275747
ARK Hospital,hospital,12.9856999,80.2293536
Prohibition Check Post,police,11.9827095,79.8450868
Annamalai Hospital,hospital,13.031147,80.2228983
Ezhil Hospital,hospital,13.0319539,80.2207913
Leo Ortho care Hospital,hospital,10.9969428,76.9993022
,hospital,11.3976299,79.6961689
Vishnu Multispeciality Hospital,hospital,11.3270798,79.7147066
Annai maruthuvamanai,hospital,11.2932871,79.7165596
B6 Kandamangalam Police Station,police,11.9189716,79.6785747
Eye Trust Hospital,hospital,11.0242987,76.9582327
"Qure Ortho Clinic, Physiotherapy, X Ray & Pharmacy",hospital,12.9794,80.2043658
Point B,hospital,13.0258358,80.039844
G3,police,10.3406203,79.3854808
Vadamalaiyan hospital,hospital,9.9116748,78.1197898
,police,11.0821749,76.9411896
Police Station - Annamalai Nagar,police,11.3869698,79.7111529
Fire Station Chidambaram,fire_station,11.3939609,79.7027245
Kamaraj Government Hospital,hospital,11.395118,79.6995434
Holy Cross Hospital,hospital,8.1883774,77.4173304
government sub health center,hospital,11.2376384,76.9224629
"Dr.Agarwal's Eye Hospital Ltd, Tambaram",hospital,12.929761,80.1200478
Government Hospital,hospital,11.0901168,77.9609978
Shriram Hospital,hospital,10.785666,78.669549
"Government Hospital, Velur",hospital,11.1087158,78.0089834
Paramathi velur police station,police,11.1098949,78.0096057
Jedarpalayam Police station,police,11.1496887,77.8921407
Nivas Skin Clinic,hospital,13.0289663,80.2085951
Kangeyam Police Station,police,11.0011411,77.562688
,police,10.3828047,78.8189833
Devadoss KHMS Hospital,hospital,10.2436905,77.4947392
T-11 Tiruninravur Police Station,police,13.1251137,80.0286037
ESI Hospital,hospital,11.0092807,77.0240486
,fire_station,12.2959669,78.074067
Vasan Eye Care-Dharmapuri,hospital,12.1326054,78.1630215
,hospital,12.1322343,78.1629546
Supa Hospital,hospital,12.1325709,78.1625215
K.S. Hospital,hospital,12.1324134,78.1620136
,hospital,12.132683,78.162997
Government Hospital Palacode,hospital,12.2964824,78.0761735
,police,12.3065121,78.0736555
,hospital,10.9622725,78.0804871
,hospital,11.3405723,77.7188786
TCR Multi Speciality Hospital,hospital,12.5088183,78.2237657
,hospital,12.3015795,78.0753942
,hospital,12.1192928,78.1569014
,hospital,12.1325028,78.1626956
,hospital,12.5247552,78.2020299
Vsm Hospital Atho And Maternity Centre,hospital,11.3374641,77.7117842
,hospital,12.126846,78.1583727
,hospital,12.9231694,79.2749737
bhagirathi hospital,hospital,11.0794799,76.9409445
,police,10.5562871,77.364906
"Government Hospital, Udumalpet",hospital,10.5836488,77.247474
,hospital,10.5816191,77.2485965
"Saravana Hospital, Udumalai",hospital,10.5829234,77.2490212
"Government Hospital, Dharapuram",hospital,10.7326791,77.5304679
,hospital,10.7965163,77.7187072
,hospital,11.350096,77.7325083
ARC Hospital,hospital,11.0056814,77.562434
Child Jesus Hospital,hospital,10.8051465,78.6865772
AP medical center,hospital,11.6774074,78.1425988
cumbum government general hospital,hospital,9.730261,77.2802565
Pattamadai Police Station,police,8.6671909,77.5840969
Railway Police,police,13.0341367,80.2664405
KMC Hospital,hospital,10.0692501,78.7797453
,police,12.9931857,80.2674928
Alagappapuram Police Station,police,10.0807228,78.7936167
North Police Station,police,10.0754828,78.7791774
,police,10.0790892,78.7804416
"Government Hospital Blood Bank, Rasipuram",hospital,11.4612082,78.1849249
Apollo Cancer Centres,hospital,13.0337515,80.2451004
KG Hospital Blood Bank,hospital,11.0004991,76.9716378
PSG Hospital Blood Bank,hospital,11.0184957,77.0069428
,police,10.0939554,78.7882948
A A Hospital,hospital,12.6988491,77.8108331
"UPHC Ramalinga Nagar, UKT Malai",hospital,10.815,78.6576
Raju Hospitals,hospital,13.0329888,80.230346
Raksha Hospital,hospital,9.9213756,78.1430107
Rakshith Hospitals,hospital,13.042307,80.177473
"Holy Cross Hospital, Erode",hospital,11.492577,77.1374278
K. B. Hospital,hospital,12.1327051,78.1612833
Dr. A. L. Annamalais Ent Care Centre,hospital,12.9439622,80.1388438
Bensam Hospital,hospital,8.1896693,77.4121463
Ar-Rahaman Hospital,hospital,12.6829859,78.6201891
Sri Kalyan Hospital,hospital,13.0063976,80.2507134
Manjarai Hospital,hospital,9.8811644,78.0573799
Sri Gokulam Hospital Pvt Ltd,hospital,11.6725694,78.1337169
Jj Hospitals,hospital,10.3657911,77.9813661
A G Chrompet Health And Maternity Centre,hospital,12.9504411,80.1438314
Bethel Hospital Pvt. Ltd. - Coimbatore,hospital,11.0187223,76.9612328
"Park Hospital, Coimbatore",hospital,11.0419411,77.0379131
Sen Hospital,hospital,13.1105649,80.2418775
"Thangam Hospital, Kanniyakumari",hospital,8.1774741,77.432342
K. R. Hospital,hospital,11.3982544,79.6875152
"Srinivasa Hospital, Sirumugai",hospital,11.3218786,77.0092678
Bharani Paventhan Multi Speciality Hospital,hospital,11.3358357,77.7081187
Billroth Hospitals,hospital,13.0757435,80.2272588
Sri Chakra Hospital,hospital,11.4544464,77.4228363
S M R Hospital,hospital,10.1117213,78.5880482
Arokya Hospital,hospital,10.2859829,79.2044896
Mano Hospital,hospital,12.9223261,80.0961417
Cauvery Trust Hospital,hospital,13.1026603,80.2112943
Kedar Hospital,hospital,13.0229098,80.1670808
Amaravathi Hospital,hospital,10.9602192,78.0684534
Sea Horse Hospitals Ltd.,hospital,10.8018429,78.6801137
Srinivas Eye Hospital,hospital,13.0829726,80.1796965
Soundarapandian Bone and Joint Hospital Research Institute Pvt. Ltd.,hospital,13.0835957,80.2156462
Dr. U. Mohan Rau Memorial Hospital - Chennai,hospital,13.079494,80.2572808
Latha Eye Hospital,hospital,11.2185689,78.1719035
"Suresh Hospital, Pudukkottai",hospital,10.3904087,78.8030306
City Hospital,hospital,11.3451151,77.7300887
Vijayakumar Hospital,hospital,8.2875989,77.2692463
"Vijaya Hospital, Virudhunagar",hospital,9.5049078,78.1032523
Vijaya Hospital,hospital,11.5051709,77.2480971
"Vijaya Hospital, Salem",hospital,11.6678019,78.1506725
"Vijaya Hospital, Ootacamund",hospital,11.4097786,76.7094318
"Vijaya Hospital, Madurai",hospital,9.9340044,78.0917959
Chellam Hospital,hospital,11.6698836,78.1559497
Chennai Cancer Care,hospital,13.0762935,80.234026
Chennai Eye Care Hospital,hospital,12.9789449,80.2246302
Chennai Heart Centre,hospital,13.0917939,80.2410534
Chennai Hospital,hospital,9.440617,77.5575954
Chennai Kaliappa Hospital,hospital,13.0268492,80.2558082
"Mouthi Hospital Vadavalli, Coimbatore",hospital,11.0291808,76.9019419
Mots Hospital,hospital,13.0833606,80.2341561
Moses Mathias Hospital,hospital,8.1806149,77.4189216
Mohan's Medicity Hospital,hospital,9.9358857,78.1424099
Mohanraj ChildrenS Hospital,hospital,11.6574626,78.1659812
Vasanthi Orthopaedic Hospital,hospital,13.0723588,80.2157642
Mmm Hospitals,hospital,10.8371351,78.6869453
Mithra Hospital,hospital,9.9259886,78.1409588
Meenakshi Sugam Hospital,hospital,9.8945704,78.1195521
"Vikaram ENT Hospital, Coimbatore",hospital,11.0120021,76.9494063
"R.K.Hospital, Tiruvannamalai",hospital,12.2501122,79.0714024
"R.K. Hospital, Salem",hospital,11.6746905,78.1339717
R.K. Gynaec And Maternity Hospital,hospital,13.0788127,80.2481786
R.G. Stone Urological Research Institute,hospital,13.0240792,80.2278288
R. K. Eye Centre,hospital,13.0485912,80.2311788
R. A. Hospital,hospital,10.998556,76.9918562
"R J Hospital, Tiruchirappalli",hospital,10.8153217,78.6667261
"R V Hospital, Coimbatore",hospital,11.0546916,77.0639178
R A Medical Center and Hospital,hospital,11.2976038,76.940787
Quality Care Hospital,hospital,9.9175022,78.1041764
Pushpagiri Mission Hospital,hospital,11.5055217,76.4873113
"Pushpam Hospital, Dharmapuri",hospital,11.6575598,78.1661019
"Pushpa Hospital, The Nilgiris",hospital,11.3501498,76.7998597
Psymed Hospiyal,hospital,13.0714757,80.2317998
Prn Critical Care Centre And Hospitals,hospital,11.666386,78.1493931
Priya Orthopaedic Center,hospital,10.5802376,77.2534642
Sri Padmanaba Hospital,hospital,8.1802963,77.250782
Sri Ragavendhra Neuro Care Pvt. Ltd.,hospital,11.6642728,78.1321317
Vanaja Hospital,hospital,13.1990395,80.1760313
"Vasanthram Hospital (P) Ltd.,",hospital,13.0433091,80.2187696
Vasavi Hospital,hospital,10.9927872,76.9550228
Manju Hospital,hospital,8.3062999,77.2226214
Arasan Eye Hospital,hospital,11.3464182,77.7163893
Arathana Hospital,hospital,10.6682257,77.0070174
"Leonard Hospital, Madurai",hospital,9.9487954,78.1428216
K V Hospital (Iswarya Fertility Center),hospital,10.4488063,77.52472
Deepa Hospital,hospital,11.1121508,77.3368929
"Vikram Hospital, Erode",hospital,11.3356411,77.7280569
Meenakshi Medl College Hospital,hospital,12.8725096,79.7230338
Meenakshi Hospital,hospital,9.4528638,77.7900615
Sri D.K.K. Hospital,hospital,12.8339674,79.704051
PP Hospital,hospital,11.0780799,77.8841112
"Saayi Prema, Tiruppur",hospital,11.1286682,77.3404616
Sabari Eye Hospital,hospital,11.1079081,78.0059016
"Siva Hospital, Perambalur",hospital,11.2345515,78.8711956
Kp hospital,hospital,8.9544983,77.3023286
Kovilpatti Venkateswara Hospitals (Run By Dhamayanthi Hospitals (P) Ltd),hospital,9.1657833,77.8512467
Valli Vilas Hospital,hospital,11.7501695,79.7601494
Valli Hospital,hospital,11.3338081,77.7185297
Vallalar Hospitals (Pvt) Ltd,hospital,11.0218408,76.9152537
Vadapalani Multispeciality Hospital,hospital,13.0516559,80.2133146
"Vadamalayan Hospitals, Chokkikulam",hospital,9.9428234,78.1299752
Dr Agarwal's Eye Hospital,hospital,11.9390584,79.4862851
Sri Raghavendra Eye Hospital,hospital,11.3473833,77.6929508
"Sri Ram Hospital, Tirunelveli",hospital,8.8695859,77.4940838
Sri Ram Orthopaedic Hospital,hospital,8.1659249,77.4474294
Sri Ram Hospital -Sugasthala,hospital,9.5070532,78.0953144
Sri Ramachandra Hospital,hospital,13.0378713,80.1402023
Sri Ramakrishna Hospital,hospital,12.1271589,78.1582873
"Sri Ramakrishna Hospital, Coimbatore",hospital,11.0231203,76.9776419
Sri Ramana Hospital,hospital,10.9972817,76.9598213
Sri Ramanamaharishi Eye Hospital,hospital,12.2283113,79.0639901
Sri Sakthi Hospitals And Medical Research Centre,hospital,11.1449216,78.595604
Sri Sanjeevi Hospital,hospital,11.7383707,78.9664382
Sri Saravana Hospital,hospital,11.4506202,77.6829676
"Sri Sakthi Hospital, Ganapathi, Coimbatore",hospital,11.0474918,76.9930659
Sri Shanmuga Hospital,hospital,11.3659792,77.7527426
Sri Sri Paramahansa Yogananda Hospital,hospital,10.1175212,78.6048643
Sri Sugam Hospital,hospital,11.7429821,78.0461039
Sri Narayani Hospital and Research Centre,hospital,12.8709241,79.089919
"Sri Nidhi Hospital, Namakkal",hospital,11.2255711,78.1687291
"Sri Murali Hospital, Tuticorin",hospital,9.1741944,77.8666735
Sri Maruthi Medical Center and Hospital,hospital,11.0891666,76.9384105
"M N Eye Hospital Private Limited, Tondiarpet",hospital,13.1232306,80.2876528
Team Speciality Hospital,hospital,10.3788247,78.8134383
Doctor Rexs Hospitals,hospital,13.0838812,80.2502386
S.G. Hospital,hospital,10.9610605,78.0715124
"Balaji Hospital, Anna Nagar",hospital,9.918032,78.1466813
Jagadha Hospital,hospital,10.8266431,78.6816224
Sree Vasantham Hospital,hospital,11.6420424,78.1463903
Helios Hospital Pvt Ltd,hospital,12.9855882,80.2189144
"Vasan Eye Care Hospital, Theni",hospital,10.0190208,77.47997
B G Hospital,hospital,8.5099294,78.1177631
K N Children Hospital,hospital,11.0964068,77.3495315
Lysander Hospital,hospital,9.5869307,77.9519463
Padma Hospital,hospital,8.1708572,77.4400782
Vinodh Hospital,hospital,8.3023864,77.2225758
Deepam Muthu Hospital,hospital,13.0995855,80.2605303
Amirtham Hospital,hospital,11.981994,78.248038
George Mission Hospital,hospital,8.169484,77.4365102
Devibala Maternity,hospital,12.971439,80.1378152
Vekateshwara Hospitals,hospital,8.7103302,77.7517073
St.Marys Hospital,hospital,8.2730496,77.1433876
A.S.A Hospital,hospital,12.9370042,79.1629033
S K M Siddha and Ayurvedha Hospital,hospital,11.2595707,77.7866565
S K Nursing Home Pvt Ltd,hospital,12.9289316,80.1170864
Aishwaryam Nature Cure Hospital and Yoga Centre,hospital,11.6826829,78.1758846
"K G Hospital, Karur",hospital,10.9555161,78.0771773
"Shiva Hospital, Tirunelveli",hospital,8.5134522,77.5574161
Malligai Hospital,hospital,13.1238765,80.2899749
Veeku Hospital,hospital,11.0150799,76.9517022
D.R.R. Eye Hospital,hospital,13.0459064,80.1136042
Deepam Hospital,hospital,12.9294095,80.1174378
TPN Hospital,hospital,11.3273279,77.6928516
Gvn Hospital,hospital,10.824368,78.6952212
Visaalam Hospitals,hospital,11.3651528,77.747808
Huma Specialists Hospital and Research Centre Pvt Ltd,hospital,13.0282655,80.235353
A.V. M. Hospital,hospital,8.8017177,78.1375699
Pius Hospital,hospital,8.2736826,77.1447462
"National Hospital, Erode",hospital,11.3344445,77.7181099
Divya Hospital,hospital,12.9644392,80.187601
Adi Bhagavatpada Cardiac and Dialysis Hospital,hospital,12.8396162,79.7035508
